AccountNumber,CustomerID,AccountType,AccountBalance,DateAccountOpening,LastTransactionDate,BranchID,DateAccountClosing,BankerID
104863,4863,Current,109.94,6/6/2017,8/19/2020,35,,
100063,63,Savings,"3,300.96",12/15/2007,8/19/2020,96,,
102073,2073,Current,"9,823.12",1/6/2015,8/18/2020,74,,
104413,4413,Current,"2,373.44",11/23/2006,8/18/2020,56,,
101951,1951,Savings,"8,528.46",7/18/2020,8/17/2020,40,,
103262,3262,Savings,"8,341.83",7/18/2020,8/17/2020,58,,
104683,4683,Current,"8,499.95",7/25/2003,8/17/2020,81,,
101848,1848,Current,"8,293.40",10/4/2002,8/17/2020,89,,
102528,2528,Savings,"9,814.92",7/7/2006,8/16/2020,97,,
100633,633,Savings,"1,119.36",4/25/2020,8/15/2020,8,,
102108,2108,Savings,"8,869.72",11/22/2012,8/15/2020,77,,
103228,3228,Current,"2,072.36",2/26/2004,8/15/2020,60,,
101608,1608,Savings,"8,213.41",7/15/2020,8/14/2020,43,,
102247,2247,Current,"3,358.09",7/15/2020,8/14/2020,9,,
103513,3513,Savings,"3,639.52",7/15/2020,8/14/2020,37,,
100333,333,Savings,"8,666.29",8/4/2014,8/14/2020,97,,
104493,4493,Savings,"6,064.02",9/27/2011,8/14/2020,75,,
101733,1733,Current,"7,172.46",2/9/2011,8/14/2020,41,,
100453,453,Current,"1,752.66",6/13/2003,8/14/2020,27,,
103213,3213,Current,"3,717.69",3/24/2001,8/14/2020,44,,
102793,2793,Savings,"2,342.97",12/27/2000,8/14/2020,86,,
103867,3867,Current,"5,034.01",7/14/2020,8/13/2020,49,,
104473,4473,Savings,"8,910.38",7/26/2017,8/13/2020,34,,
100023,23,Savings,829.7,9/2/2011,8/13/2020,19,,
101348,1348,Current,"4,867.84",2/19/2016,8/12/2020,58,,
100578,578,Current,"9,765.46",3/16/2014,8/12/2020,81,8/22/2023,
102068,2068,Savings,"5,832.94",7/26/2013,8/12/2020,91,,
103518,3518,Savings,"9,734.53",5/22/2008,8/12/2020,49,,
102673,2673,Savings,"9,187.40",8/11/2005,8/12/2020,21,,
104293,4293,Current,"6,298.57",7/12/2020,8/11/2020,10,,
101678,1678,Current,"9,381.98",3/16/2011,8/11/2020,19,,
103388,3388,Savings,"7,834.37",1/1/2000,8/11/2020,20,,
100531,531,Current,"3,567.30",7/11/2020,8/10/2020,97,,
101398,1398,Current,"2,580.55",4/23/2019,8/10/2020,53,,
102213,2213,Current,802.4,10/23/2004,8/10/2020,35,,
104436,4436,Current,260.43,7/10/2020,8/9/2020,7,,
104693,4693,Savings,"4,298.55",5/12/2017,8/9/2020,96,,
100263,263,Current,"8,541.37",12/17/2011,8/9/2020,64,,
102083,2083,Current,"5,412.64",3/17/2003,8/9/2020,56,,
100646,646,Current,"2,220.10",7/9/2020,8/8/2020,42,,
100748,748,Savings,"8,290.09",7/9/2020,8/8/2020,25,,
102183,2183,Current,"3,778.81",3/1/2008,8/8/2020,49,,
103458,3458,Savings,"8,179.86",9/21/2002,8/7/2020,38,,
104073,4073,Current,"9,838.71",12/14/2013,8/6/2020,95,,
104143,4143,Current,"5,045.90",9/8/2008,8/6/2020,32,,
101468,1468,Savings,"8,998.56",10/1/2003,8/6/2020,85,,
100038,38,Current,"1,446.62",5/16/2002,8/6/2020,6,,
104853,4853,Savings,"1,424.73",12/22/2017,8/5/2020,73,,
103858,3858,Current,460.08,9/18/2015,8/5/2020,68,,
101578,1578,Current,"4,227.48",6/3/2001,8/5/2020,65,,
103141,3141,Savings,"5,856.59",7/5/2020,8/4/2020,85,,
103848,3848,Current,"8,719.21",10/3/2016,8/4/2020,75,,
102513,2513,Current,"2,898.61",12/14/2014,8/4/2020,72,,
102663,2663,Current,"4,913.65",12/12/2008,8/4/2020,78,,
103373,3373,Savings,"3,733.82",2/3/2001,8/4/2020,9,,
102733,2733,Savings,"8,770.33",9/11/2017,8/3/2020,89,,
101133,1133,Current,"1,469.56",2/12/2016,8/3/2020,69,,
104288,4288,Savings,"6,768.64",7/8/2014,8/3/2020,58,,
102683,2683,Savings,"4,022.50",6/27/2006,8/3/2020,27,,
103383,3383,Current,"1,787.17",4/11/2005,8/3/2020,70,,
103773,3773,Savings,398.7,7/3/2020,8/2/2020,29,,
102373,2373,Savings,"4,342.56",4/24/2006,8/2/2020,75,,
100803,803,Current,"5,480.35",12/14/2002,8/2/2020,46,,
101618,1618,Savings,"1,725.80",8/5/2001,8/2/2020,45,,
103908,3908,Savings,"4,934.51",2/19/2011,8/1/2020,11,,
103123,3123,Savings,"5,278.86",4/2/2013,7/31/2020,25,,
104553,4553,Savings,"3,413.43",8/4/2007,7/31/2020,19,,
103023,3023,Savings,"8,322.42",2/12/2020,7/30/2020,39,,
102638,2638,Current,"3,502.48",3/9/2000,7/29/2020,63,,
103338,3338,Savings,"7,951.65",2/24/2020,7/28/2020,53,,
102078,2078,Savings,"7,219.12",9/8/2011,7/28/2020,66,,
104018,4018,Savings,"2,440.89",12/5/2009,7/28/2020,92,,
102603,2603,Savings,"4,145.41",7/11/2008,7/28/2020,82,,
103893,3893,Savings,"1,328.29",5/21/2007,7/28/2020,92,,
103813,3813,Savings,"6,017.56",5/14/2002,7/28/2020,87,,
100563,563,Savings,"9,387.79",8/21/2007,7/27/2020,2,,
103933,3933,Savings,"7,976.41",4/9/2011,7/26/2020,93,,
102738,2738,Current,"2,114.83",6/3/2004,7/26/2020,50,,
104038,4038,Savings,772.91,4/16/2018,7/25/2020,96,,
104083,4083,Current,"5,530.59",5/29/2009,7/24/2020,58,,
103313,3313,Savings,"6,052.57",7/12/2004,7/24/2020,12,,
102563,2563,Current,"5,241.75",6/12/2012,7/23/2020,97,,
102023,2023,Current,"7,090.31",1/10/2007,7/23/2020,47,,
101963,1963,Current,"9,832.51",4/22/2018,7/22/2020,32,,
102698,2698,Savings,"3,686.75",5/22/2012,7/22/2020,88,,
102223,2223,Current,"2,817.75",8/23/2000,7/22/2020,87,,
102903,2903,Current,"8,521.27",4/15/2013,7/21/2020,35,,
103643,3643,Current,"2,504.94",12/1/2002,7/21/2020,26,,
101833,1833,Current,"8,225.38",1/11/2004,7/20/2020,36,,
103738,3738,Savings,"2,584.21",6/19/2020,7/19/2020,4,,
104378,4378,Savings,"9,613.71",12/4/2019,7/19/2020,24,,
104828,4828,Current,"3,266.88",8/30/2019,7/19/2020,70,,
102188,2188,Savings,"4,197.83",8/19/2015,7/19/2020,27,,
102583,2583,Current,"6,985.66",8/29/2011,7/19/2020,34,,
101388,1388,Current,"4,114.27",6/12/2011,7/19/2020,11,,
104833,4833,Savings,"3,014.58",6/18/2020,7/18/2020,91,,
100123,123,Savings,766.33,6/23/2001,7/18/2020,11,,
103171,3171,Savings,"9,804.49",6/17/2020,7/17/2020,31,,
103038,3038,Current,"9,767.37",1/12/2008,7/17/2020,22,,
100673,673,Current,"7,328.82",10/13/2004,7/17/2020,59,,
100343,343,Savings,"5,670.26",4/15/2015,7/16/2020,1,,
104483,4483,Current,"8,500.17",6/30/2007,7/16/2020,16,,
102248,2248,Savings,"6,412.62",6/21/2005,7/16/2020,79,,
104088,4088,Current,"4,881.98",6/15/2020,7/15/2020,28,,
104913,4913,Savings,331.36,10/7/2016,7/15/2020,78,,
103193,3193,Savings,"8,819.46",3/25/2014,7/15/2020,65,,
104608,4608,Savings,"6,731.67",1/13/2013,7/15/2020,18,,
100033,33,Current,"2,805.18",7/30/2003,7/15/2020,55,,
104698,4698,Savings,"1,316.51",7/22/2013,7/14/2020,27,,
104153,4153,Savings,"8,483.62",9/28/2005,7/14/2020,2,,
104488,4488,Current,"7,278.08",9/12/2017,7/13/2020,67,,
101188,1188,Current,"4,712.03",2/3/2006,7/13/2020,24,,
103878,3878,Current,"7,372.74",7/28/2014,7/12/2020,19,,
102858,2858,Current,"4,487.56",11/1/2005,7/12/2020,60,,
102378,2378,Savings,"5,629.51",7/2/2004,7/12/2020,98,,
104438,4438,Current,"2,848.62",12/13/2003,7/12/2020,94,,
100178,178,Current,"4,083.90",6/11/2020,7/11/2020,86,,
104098,4098,Current,"6,768.63",5/11/2010,7/11/2020,34,,
104548,4548,Savings,"2,008.78",4/8/2005,7/10/2020,70,,
102148,2148,Savings,"5,120.71",1/25/2005,7/10/2020,58,,
100608,608,Savings,"6,302.76",6/23/2002,7/10/2020,97,,
103546,3546,Current,"1,523.28",6/8/2020,7/8/2020,38,,
102238,2238,Savings,"5,208.46",1/29/2007,7/8/2020,37,,
102357,2357,Savings,194.61,6/7/2020,7/7/2020,30,,
104983,4983,Savings,"6,584.56",3/28/2013,7/7/2020,52,,
101423,1423,Savings,"2,016.96",10/8/2007,7/7/2020,54,,
100368,368,Savings,"6,213.03",11/19/2004,7/7/2020,61,,
104898,4898,Savings,743.02,10/12/2001,7/7/2020,30,,
100813,813,Current,"8,081.94",3/9/2012,7/5/2020,37,,
100463,463,Savings,"4,021.90",9/9/2007,7/5/2020,17,,
100028,28,Savings,"9,983.50",8/10/2018,7/4/2020,29,,
103613,3613,Savings,"8,512.96",2/11/2010,7/4/2020,33,,
101143,1143,Current,"2,944.24",3/26/2016,7/3/2020,8,,
101518,1518,Savings,"7,380.76",9/30/2014,7/3/2020,4,,
103553,3553,Savings,"2,036.06",6/6/2000,7/3/2020,25,,
101547,1547,Current,"3,721.67",6/2/2020,7/2/2020,25,,
101368,1368,Savings,"5,760.78",12/25/2012,7/2/2020,26,,
104623,4623,Current,657.86,5/3/2007,7/2/2020,20,,
102783,2783,Savings,"6,886.27",5/25/2001,7/2/2020,78,,
104443,4443,Current,"2,877.17",2/21/2017,6/30/2020,26,,
101466,1466,Savings,"1,507.80",5/30/2020,6/29/2020,74,,
100193,193,Current,"3,016.51",6/11/2018,6/29/2020,60,,
100293,293,Savings,"9,993.05",8/5/2017,6/29/2020,66,,
100208,208,Current,769.45,2/17/2007,6/29/2020,27,,
101363,1363,Savings,"9,978.11",10/20/2006,6/29/2020,6,,
100448,448,Current,"5,571.92",4/18/2002,6/29/2020,36,,
102813,2813,Current,"3,485.13",9/5/2000,6/29/2020,8,,
102633,2633,Current,883.05,4/15/2007,6/28/2020,9,,
103758,3758,Current,"8,881.64",8/2/2000,6/28/2020,66,,
103303,3303,Current,"1,928.41",3/9/2015,6/27/2020,4,,
103318,3318,Current,"5,925.56",5/27/2020,6/26/2020,54,,
101403,1403,Savings,"6,451.65",7/21/2015,6/26/2020,28,,
103223,3223,Current,"1,258.09",11/1/2013,6/26/2020,81,,
101756,1756,Savings,"9,623.52",5/26/2020,6/25/2020,97,,
104543,4543,Savings,"1,762.21",5/24/2012,6/25/2020,60,,
100928,928,Savings,"2,722.05",12/26/2004,6/25/2020,8,,
104618,4618,Savings,"9,604.69",2/4/2018,6/24/2020,15,,
103743,3743,Savings,"5,076.95",1/6/2018,6/24/2020,12,,
104803,4803,Savings,"5,049.19",3/26/2006,6/24/2020,47,,
104818,4818,Current,"3,925.54",2/5/2001,6/24/2020,91,,
100668,668,Savings,"7,470.36",1/15/2012,6/23/2020,80,,
104228,4228,Savings,"1,338.53",4/2/2009,6/23/2020,41,,
102053,2053,Current,"5,352.14",12/24/2001,6/23/2020,39,,
101078,1078,Current,599.69,4/20/2018,6/22/2020,1,,
102548,2548,Current,"2,341.22",11/5/2017,6/22/2020,19,,
103133,3133,Current,"1,932.51",8/13/2007,6/22/2020,62,,
101493,1493,Savings,"6,197.94",4/28/2007,6/22/2020,71,,
100658,658,Current,"5,447.26",5/16/2005,6/22/2020,67,,
101113,1113,Current,"1,109.35",2/13/2018,6/21/2020,33,,
100693,693,Current,"3,585.32",6/11/2015,6/21/2020,61,,
102243,2243,Savings,"2,624.39",9/22/2012,6/21/2020,58,,
103683,3683,Savings,"1,370.87",10/2/2002,6/21/2020,77,,
103088,3088,Current,"7,488.04",1/22/2016,6/20/2020,12,,
103263,3263,Current,"9,890.75",10/27/2005,6/20/2020,57,,
103226,3226,Savings,"9,088.11",5/20/2020,6/19/2020,82,,
101318,1318,Savings,740.09,12/1/2016,6/19/2020,27,,
103763,3763,Savings,"9,646.63",8/5/2012,6/19/2020,27,,
100398,398,Current,916.03,7/22/2009,6/19/2020,90,,
104603,4603,Savings,"7,151.87",11/23/2003,6/19/2020,2,,
103608,3608,Current,"7,326.19",4/3/2003,6/19/2020,35,,
100543,543,Current,"7,116.92",6/30/2002,6/19/2020,7,6/29/2023,
100491,491,Current,"9,656.31",5/19/2020,6/18/2020,44,,
103058,3058,Current,"8,083.54",3/15/2015,6/18/2020,14,,
101903,1903,Current,"9,165.46",1/1/2005,6/18/2020,77,,
102923,2923,Current,"6,916.03",4/4/2004,6/18/2020,95,,
100093,93,Current,"7,485.89",11/29/2002,6/18/2020,52,,
103098,3098,Current,784.84,1/6/2015,6/17/2020,6,,
102193,2193,Savings,"4,155.50",10/7/2011,6/17/2020,34,,
100218,218,Savings,270.56,4/19/2006,6/17/2020,45,,
103283,3283,Savings,"7,724.95",9/14/2002,6/17/2020,3,,
102388,2388,Savings,"2,667.70",8/28/2019,6/16/2020,43,,
102438,2438,Current,"5,563.28",3/1/2019,6/16/2020,28,,
102808,2808,Current,310.55,8/22/2004,6/16/2020,85,,
101168,1168,Savings,"7,763.90",5/12/2011,6/15/2020,67,,
103718,3718,Savings,"8,795.09",3/8/2005,6/15/2020,24,,
103711,3711,Savings,"4,284.32",5/15/2020,6/14/2020,86,,
103633,3633,Current,"3,488.98",5/5/2018,6/14/2020,64,,
103863,3863,Current,"4,836.73",1/29/2016,6/14/2020,89,,
104798,4798,Savings,"5,009.44",5/3/2008,6/14/2020,89,,
104523,4523,Current,"2,013.29",9/24/2004,6/14/2020,30,,
101213,1213,Savings,"8,519.63",11/10/2009,6/13/2020,32,,
104708,4708,Current,"6,518.90",4/22/2000,6/13/2020,87,,
103623,3623,Current,581.18,12/7/2007,6/12/2020,72,,
101383,1383,Savings,"4,900.76",7/28/2005,6/12/2020,57,,
102613,2613,Current,"7,129.34",12/17/2001,6/12/2020,54,,
102703,2703,Savings,"4,732.05",4/3/2012,6/11/2020,73,,
100533,533,Current,"3,847.49",1/12/2011,6/11/2020,96,,
102748,2748,Savings,"2,727.01",3/16/2005,6/11/2020,10,,
101783,1783,Current,"2,814.57",2/16/2004,6/11/2020,58,,
101248,1248,Savings,"8,099.85",6/9/2016,6/10/2020,59,,
103853,3853,Savings,"5,765.30",7/24/2015,6/10/2020,29,,
103343,3343,Savings,"5,049.94",2/2/2006,6/10/2020,11,,
101778,1778,Current,"2,547.94",11/14/2000,6/10/2020,38,,
104383,4383,Savings,"7,673.96",4/18/2014,6/9/2020,85,,
102868,2868,Current,"3,851.67",7/13/2011,6/9/2020,19,,
104263,4263,Savings,"5,686.81",1/6/2006,6/9/2020,38,,
104958,4958,Savings,"6,640.67",3/24/2019,6/8/2020,89,,
103568,3568,Savings,"4,079.03",6/30/2006,6/8/2020,26,,
100378,378,Current,"7,117.21",9/22/2016,6/7/2020,27,8/11/2020,
100598,598,Current,"4,489.52",11/15/2015,6/7/2020,23,8/12/2020,
104838,4838,Savings,"9,307.08",3/7/2015,6/7/2020,40,6/13/2020,
100213,213,Savings,"1,050.92",1/23/2014,6/7/2020,27,6/14/2020,
104948,4948,Savings,"3,794.36",6/24/2009,6/7/2020,45,6/15/2020,
102123,2123,Savings,"9,784.47",5/27/2014,6/6/2020,47,6/16/2020,
104968,4968,Savings,"6,628.71",8/2/2017,6/5/2020,21,6/17/2020,
101533,1533,Current,"2,174.74",11/9/2014,6/5/2020,75,6/18/2020,
101313,1313,Current,"7,521.90",9/4/2011,6/5/2020,46,6/19/2020,
100101,101,Savings,"9,875.75",5/5/2020,6/4/2020,32,6/20/2020,
102508,2508,Current,"8,319.35",1/11/2012,6/4/2020,45,6/21/2020,
102998,2998,Current,"8,593.47",4/6/2007,6/4/2020,44,6/22/2020,
102383,2383,Current,"1,364.69",9/16/2005,6/4/2020,67,6/23/2020,
104053,4053,Savings,"7,325.12",7/7/2016,6/3/2020,35,6/24/2020,
104423,4423,Current,"1,478.51",12/8/2003,6/3/2020,72,,
104008,4008,Savings,851.37,10/24/2016,6/2/2020,64,,
101413,1413,Savings,"9,227.45",1/25/2004,6/2/2020,80,,
101603,1603,Savings,"4,845.28",10/26/2002,6/2/2020,3,,
104278,4278,Current,"6,181.62",11/29/2014,6/1/2020,97,,
102618,2618,Current,"7,874.40",2/8/2007,6/1/2020,21,,
102048,2048,Current,375.05,5/14/2013,5/31/2020,56,,
100713,713,Current,"6,787.49",9/10/2011,5/31/2020,72,,
102432,2432,Savings,"5,627.19",4/30/2020,5/30/2020,11,,
102473,2473,Savings,"6,632.79",11/10/2007,5/30/2020,79,,
100158,158,Current,"4,606.05",3/21/2003,5/30/2020,68,,
102018,2018,Current,"8,740.68",12/11/2002,5/29/2020,2,,
101683,1683,Current,"3,392.81",4/17/2018,5/28/2020,6,,
104363,4363,Current,"6,360.88",1/30/2013,5/28/2020,53,,
102588,2588,Savings,225.23,4/15/2001,5/28/2020,93,,
101186,1186,Current,648.42,4/27/2020,5/27/2020,32,,
102308,2308,Savings,"4,074.24",1/29/2017,5/27/2020,24,,
103508,3508,Current,"7,097.82",7/29/2000,5/27/2020,65,,
100978,978,Current,"7,844.99",4/9/2000,5/27/2020,97,,
103268,3268,Savings,"3,662.04",2/23/2013,5/26/2020,82,,
101333,1333,Savings,"8,186.79",12/17/2005,5/26/2020,38,,
102928,2928,Savings,"4,834.98",3/9/2005,5/26/2020,97,,
104213,4213,Current,"7,228.92",10/8/2006,5/25/2020,12,,
101563,1563,Savings,"9,466.58",4/10/2004,5/25/2020,8,,
101537,1537,Current,"1,766.94",4/24/2020,5/24/2020,6,,
101163,1163,Savings,"9,106.94",9/13/2015,5/24/2020,39,,
101488,1488,Current,"4,777.05",3/13/2003,5/24/2020,51,,
100273,273,Savings,"1,370.49",11/12/2001,5/24/2020,52,,
104793,4793,Current,"5,942.89",3/9/2001,5/24/2020,23,,
101748,1748,Savings,"7,870.10",4/16/2017,5/23/2020,85,,
104203,4203,Current,"3,951.06",12/20/2009,5/23/2020,45,,
103548,3548,Current,"2,043.90",5/22/2007,5/23/2020,93,,
102653,2653,Savings,"6,631.02",5/8/2005,5/23/2020,35,,
104003,4003,Savings,"2,102.75",6/18/2003,5/23/2020,63,,
104868,4868,Current,"8,327.43",1/28/2019,5/22/2020,10,,
101723,1723,Savings,"1,622.45",5/25/2007,5/22/2020,81,,
100763,763,Savings,"9,031.52",8/2/2006,5/22/2020,17,,
102818,2818,Current,"9,002.35",8/26/2004,5/22/2020,64,,
103363,3363,Savings,"2,136.80",9/30/2018,5/21/2020,99,,
104148,4148,Savings,"3,642.14",8/8/2007,5/21/2020,61,,
101962,1962,Savings,"3,672.85",4/19/2020,5/19/2020,48,,
102403,2403,Savings,"2,554.70",11/22/2018,5/19/2020,42,,
100393,393,Savings,"4,513.99",9/19/2007,5/19/2020,9,,
103368,3368,Savings,"6,027.30",7/10/2005,5/19/2020,79,,
101013,1013,Savings,"5,432.28",5/2/2015,5/18/2020,57,,
103753,3753,Current,"3,912.68",4/19/2013,5/18/2020,55,,
101923,1923,Savings,"3,349.42",10/7/2011,5/18/2020,43,,
102283,2283,Current,"8,461.25",3/15/2007,5/18/2020,39,,
104848,4848,Savings,"8,751.90",9/2/2006,5/18/2020,89,,
101003,1003,Current,"9,007.28",8/13/2006,5/18/2020,93,,
101308,1308,Current,"2,858.71",4/26/2002,5/18/2020,47,,
103588,3588,Current,"8,537.89",5/27/2019,5/17/2020,68,,
100623,623,Current,"7,208.51",12/19/2012,5/17/2020,28,,
100083,83,Savings,"1,459.81",5/16/2008,5/17/2020,72,,
102338,2338,Savings,"1,256.68",3/27/2000,5/17/2020,26,,
103673,3673,Current,"5,333.32",11/6/2015,5/16/2020,23,,
101503,1503,Savings,"5,325.80",11/13/2017,5/15/2020,91,,
100648,648,Current,"5,309.88",2/14/2012,5/15/2020,15,,
103248,3248,Current,"4,258.94",6/11/2011,5/15/2020,81,,
104123,4123,Savings,"7,285.66",11/26/2009,5/14/2020,94,,
104588,4588,Current,"5,742.56",12/28/2017,5/13/2020,19,,
104478,4478,Current,"6,028.22",7/30/2015,5/13/2020,6,,
104013,4013,Savings,269.65,7/28/2004,5/13/2020,45,,
100383,383,Savings,"1,436.69",12/18/2001,5/13/2020,18,,
100071,71,Savings,"5,431.76",4/11/2020,5/11/2020,22,,
104283,4283,Savings,"2,016.48",11/16/2016,5/11/2020,71,,
104118,4118,Current,"7,098.31",7/16/2013,5/11/2020,23,,
101713,1713,Current,"9,306.63",5/29/2012,5/11/2020,43,,
101198,1198,Current,"4,709.36",1/4/2011,5/11/2020,15,,
101588,1588,Current,"5,042.07",5/26/2007,5/11/2020,85,,
101643,1643,Current,"5,233.14",12/24/2003,5/11/2020,82,,
101788,1788,Savings,962.78,3/14/2020,5/10/2020,89,,
100838,838,Savings,"6,960.97",6/13/2019,5/10/2020,13,,
100493,493,Savings,524.47,4/24/2005,5/10/2020,90,,
100323,323,Current,"6,962.26",3/19/2011,5/9/2020,77,,
104333,4333,Current,"7,428.99",2/1/2016,5/8/2020,21,,
103063,3063,Current,"5,401.17",4/30/2008,5/8/2020,75,,
100372,372,Savings,"5,119.33",4/7/2020,5/7/2020,99,,
101777,1777,Savings,"1,866.38",4/7/2020,5/7/2020,77,,
104347,4347,Savings,"7,965.18",4/7/2020,5/7/2020,10,,
104173,4173,Savings,"4,234.01",10/22/2010,5/7/2020,82,,
104233,4233,Savings,"8,128.80",9/1/2007,5/7/2020,74,,
101943,1943,Savings,"2,717.39",6/1/2003,5/7/2020,55,,
102801,2801,Savings,"5,379.73",4/6/2020,5/6/2020,59,,
103493,3493,Savings,"2,605.96",2/8/2014,5/6/2020,17,,
101918,1918,Current,"2,208.74",3/28/2013,5/6/2020,1,,
103018,3018,Current,"5,806.96",7/31/2012,5/6/2020,45,,
101233,1233,Savings,223.12,5/5/2010,5/6/2020,97,,
100043,43,Current,"4,794.63",6/23/2006,5/6/2020,46,,
101223,1223,Savings,621.99,4/25/2003,5/6/2020,59,,
102298,2298,Current,"6,541.20",2/13/2020,5/5/2020,48,,
100718,718,Savings,"9,021.17",2/6/2006,5/5/2020,68,,
102608,2608,Current,"6,099.58",1/24/2005,5/5/2020,75,,
101908,1908,Savings,"6,377.29",11/3/2002,5/5/2020,30,,
101238,1238,Current,"2,605.12",3/21/2019,5/4/2020,96,,
102713,2713,Savings,"8,788.21",9/19/2002,5/4/2020,66,,
101753,1753,Current,484.04,11/3/2007,5/3/2020,97,,
104728,4728,Savings,"5,046.63",7/24/2005,5/3/2020,67,,
101263,1263,Current,"5,568.09",2/9/2010,5/2/2020,71,,
101378,1378,Savings,"6,170.34",6/30/2003,4/30/2020,15,,
104678,4678,Current,"3,855.08",12/6/2015,4/29/2020,24,,
100288,288,Current,356.21,8/24/2012,4/29/2020,77,,
101543,1543,Current,"2,131.55",1/23/2002,4/29/2020,65,,
100868,868,Savings,"3,469.71",4/11/2010,4/28/2020,75,,
101728,1728,Current,"6,041.06",4/13/2007,4/28/2020,15,,
104843,4843,Savings,"8,169.61",5/16/2016,4/27/2020,10,,
100348,348,Current,"4,678.27",11/22/2004,4/27/2020,57,,
100591,591,Savings,"7,334.94",3/27/2020,4/26/2020,46,,
104973,4973,Current,"7,980.18",5/11/2016,4/26/2020,67,,
103733,3733,Savings,"1,574.39",9/1/2014,4/26/2020,73,,
103048,3048,Current,"1,879.88",4/22/2018,4/25/2020,90,,
104023,4023,Savings,"7,804.80",12/23/2011,4/25/2020,43,,
102533,2533,Savings,"5,361.60",9/19/2016,4/24/2020,41,,
100253,253,Current,"2,445.92",8/14/2013,4/24/2020,21,,
100833,833,Current,"9,091.36",4/5/2020,4/23/2020,52,,
100751,751,Current,"7,925.05",3/24/2020,4/23/2020,49,,
103028,3028,Savings,"6,210.39",2/6/2013,4/23/2020,33,,
100703,703,Current,"2,520.48",4/3/2005,4/23/2020,56,,
101273,1273,Savings,"4,001.04",12/21/2000,4/23/2020,70,,
103988,3988,Savings,"3,873.38",6/5/2008,4/22/2020,6,,
104568,4568,Current,"3,980.89",6/11/2007,4/22/2020,98,,
103538,3538,Savings,"9,247.60",1/28/2005,4/22/2020,38,,
103716,3716,Current,"4,120.34",3/22/2020,4/21/2020,50,,
102863,2863,Current,"7,095.02",1/5/2019,4/21/2020,44,,
102693,2693,Current,"1,644.99",8/2/2018,4/21/2020,58,,
103593,3593,Current,"2,430.28",3/12/2015,4/21/2020,90,,
103153,3153,Current,"4,022.55",1/12/2009,4/21/2020,53,,
100593,593,Savings,"7,834.45",3/24/2005,4/21/2020,66,,
104393,4393,Current,"8,374.15",12/5/2017,4/20/2020,83,,
100228,228,Savings,"6,324.96",1/21/2002,4/20/2020,86,,
104923,4923,Current,"4,321.79",3/15/2013,4/19/2020,89,,
103353,3353,Current,555.54,9/3/2012,4/19/2020,28,,
100948,948,Savings,"1,577.89",5/5/2004,4/19/2020,89,,
103453,3453,Current,"2,440.77",1/10/2001,4/19/2020,75,,
102088,2088,Savings,"4,500.39",10/30/2019,4/18/2020,54,,
101532,1532,Current,"8,601.25",3/18/2020,4/17/2020,73,,
103958,3958,Current,"2,485.52",3/4/2019,4/17/2020,65,,
102013,2013,Savings,"5,940.28",3/6/2016,4/17/2020,99,,
104573,4573,Current,"2,427.42",6/26/2017,4/16/2020,39,,
101793,1793,Current,"1,239.02",1/18/2016,4/16/2020,34,,
103537,3537,Current,"5,304.13",3/16/2020,4/15/2020,4,,
104426,4426,Savings,"2,456.36",3/16/2020,4/15/2020,79,,
101653,1653,Current,"5,075.90",8/18/2019,4/15/2020,42,,
102798,2798,Current,"6,373.58",11/16/2013,4/15/2020,57,,
102993,2993,Current,"5,084.00",3/21/2016,4/14/2020,58,,
100573,573,Savings,"7,066.38",11/26/2009,4/14/2020,6,,
102658,2658,Current,290.85,5/28/2001,4/14/2020,25,,
103543,3543,Current,"5,857.39",4/8/2002,4/13/2020,25,,
102648,2648,Savings,"3,639.09",6/8/2019,4/12/2020,9,,
104408,4408,Current,"6,765.49",10/16/2015,4/12/2020,13,,
101538,1538,Savings,"8,889.47",6/3/2014,4/12/2020,58,,
101103,1103,Current,"8,533.14",11/27/2002,4/12/2020,99,,
104628,4628,Savings,"1,232.19",11/14/2002,4/12/2020,88,,
104978,4978,Current,"2,052.78",2/14/2002,4/12/2020,15,,
104996,4996,Savings,"5,564.12",3/12/2019,4/11/2020,33,,
104208,4208,Savings,860.55,7/13/2011,4/8/2020,53,,
102043,2043,Savings,"5,202.38",9/13/2005,4/8/2020,44,,
100308,308,Current,"5,699.98",8/9/2002,4/8/2020,4,,
100932,932,Savings,"1,917.28",3/8/2020,4/7/2020,72,,
101808,1808,Savings,"9,556.61",9/23/2017,4/7/2020,7,,
104508,4508,Savings,"3,249.10",8/29/2016,4/7/2020,62,,
100568,568,Savings,"8,676.05",4/22/2014,4/7/2020,35,,
100408,408,Current,"8,173.87",4/10/2000,4/7/2020,44,,
101038,1038,Savings,"9,461.27",11/12/2016,4/6/2020,42,,
100523,523,Savings,"6,262.58",1/29/2018,4/5/2020,8,,
101888,1888,Savings,"3,911.08",11/25/2016,4/5/2020,82,,
102878,2878,Current,"3,938.01",2/22/2011,4/5/2020,97,,
102318,2318,Savings,"5,583.11",1/23/2014,4/4/2020,29,,
100303,303,Savings,"9,405.98",3/2/2002,4/3/2020,70,,
104058,4058,Current,"5,913.49",12/11/2001,4/3/2020,49,,
103386,3386,Current,210.87,3/3/2020,4/2/2020,93,,
102143,2143,Current,"5,927.07",1/14/2002,4/2/2020,53,,
101152,1152,Savings,"2,917.29",3/2/2020,4/1/2020,31,,
100223,223,Current,"2,824.61",7/30/2013,4/1/2020,72,,
