DepositId,CustomerID,AccountNumber,DateDepositOpening,AmountDeposit,ResolutionDate
1057,2096,102096,8/19/2009,2360.24,9/15/2023
1058,2097,102097,1/6/2017,2641.87,1/17/2023
1059,2100,102100,11/7/2022,4557.16,12/25/2023
1060,2101,102101,12/17/2022,2799.46,2/13/2023
1061,2106,102106,12/22/2003,3780.47,3/20/2023
1062,2107,102107,5/28/2019,4883.10,11/6/2023
1063,2108,102108,11/22/2012,150.19,6/19/2023
1064,2110,102110,11/21/2008,3521.24,7/28/2023
1065,2112,102112,9/19/2011,2994.58,12/13/2023
1066,2115,102115,7/30/2012,3717.37,11/23/2023
1067,2116,102116,9/26/2002,1628.37,1/5/2023
1068,2117,102117,5/9/2017,1969.03,1/10/2023
1069,2121,102121,7/29/2015,1314.98,8/27/2023
1070,2123,102123,5/27/2014,2795.93,4/29/2023
1071,2125,102125,1/6/2008,3411.63,5/1/2023
1072,2127,102127,3/25/2021,2587.07,1/10/2023
1073,2128,102128,1/18/2012,4310.45,12/31/2023
1074,2133,102133,8/18/2020,2781.97,2/14/2023
1075,2135,102135,5/16/2005,4016.33,6/28/2023
1076,2138,102138,5/27/2021,2283.32,1/5/2023
1077,2145,102145,7/10/2001,1835.21,11/15/2023
1078,2146,102146,5/28/2010,886.43,5/15/2023
1079,2148,102148,1/25/2005,1065.17,6/20/2023
1080,2152,102152,3/7/2017,1783.15,8/31/2023
1081,2153,102153,2/26/2005,3359.04,1/29/2023
1082,2157,102157,8/16/2017,3927.88,7/29/2023
1083,2158,102158,6/23/2022,3702.21,8/1/2023
1084,2163,102163,2/1/2012,1364.43,1/6/2023
1085,2164,102164,6/23/2012,143.91,3/27/2023
1086,2165,102165,5/1/2004,2853.57,11/3/2023
1087,2166,102166,2/4/2008,1075.17,9/6/2023
1088,2168,102168,7/27/2022,420.93,12/25/2023
1089,2170,102170,11/18/2012,1671.32,7/18/2023
1090,2171,102171,10/10/2004,1398.14,2/10/2023
1091,2172,102172,3/6/2017,4943.54,4/3/2023
1092,2174,102174,7/3/2013,12.26,3/18/2023
1093,2175,102175,2/23/2003,74.44,8/30/2023
1094,2176,102176,1/3/2007,515.79,1/22/2023
1095,2177,102177,12/3/2002,4242.51,3/1/2023
1096,2178,102178,1/3/2005,815.90,2/11/2023
1097,2179,102179,9/23/2011,2865.35,7/1/2023
1098,2184,102184,8/6/2005,1553.00,9/20/2023
1099,2188,102188,8/19/2015,2143.73,7/21/2023
1100,2189,102189,5/10/2006,1484.94,10/23/2023
1101,2190,102190,4/20/2013,1679.87,2/4/2023
1102,2193,102193,10/7/2011,2295.39,11/23/2023
1103,2194,102194,4/6/2004,4480.21,5/15/2023
1104,2197,102197,5/12/2001,1309.27,12/31/2023
1105,2198,102198,4/14/2000,1705.09,5/2/2023
1106,2200,102200,10/21/2013,2830.52,3/4/2023
1107,2201,102201,1/18/2011,900.89,12/30/2023
1108,2202,102202,4/1/2014,3631.96,8/5/2023
1109,2203,102203,1/21/2005,321.15,10/25/2023
1110,2204,102204,1/16/2007,4467.49,8/27/2023
1111,2207,102207,8/13/2017,1382.04,9/14/2023
1112,2210,102210,9/21/2012,2738.27,9/11/2023
1113,2211,102211,8/23/2020,3765.40,7/18/2023
1114,2215,102215,3/19/2006,4440.37,9/30/2023
1115,2216,102216,6/2/2004,1563.28,12/25/2023
1116,2218,102218,2/15/2004,1321.24,5/14/2023
1117,2220,102220,12/1/2008,68.51,4/18/2023
1118,2221,102221,1/10/2001,3877.67,4/22/2023
1119,2222,102222,7/6/2009,3961.02,3/5/2023
1120,2224,102224,1/5/2013,4085.28,10/22/2023
1121,2225,102225,5/26/2011,440.68,8/16/2023
1122,2226,102226,6/21/2019,2648.75,9/18/2023
1123,2227,102227,5/2/2022,839.93,1/29/2023
1124,2228,102228,1/29/2021,521.65,2/9/2023
1125,2230,102230,2/22/2000,152.88,8/13/2023
1126,2231,102231,9/30/2014,1760.92,6/9/2023
1127,2233,102233,7/9/2000,2141.82,8/13/2023
1128,2234,102234,2/19/2020,662.90,10/22/2023
1129,2235,102235,7/4/2009,4121.36,8/7/2023
1130,2236,102236,6/9/2014,1910.30,1/1/2023
1131,2238,102238,1/29/2007,2362.82,1/20/2023
1132,2239,102239,3/26/2001,2287.36,10/25/2023
1133,2240,102240,2/16/2012,2369.30,2/24/2023
1134,2241,102241,4/26/2001,1396.54,4/25/2023
1135,2243,102243,9/22/2012,4421.23,9/16/2023
1136,2244,102244,3/16/2000,3770.72,9/17/2023
1137,2246,102246,7/20/2021,83.35,8/30/2023
1138,2248,102248,6/21/2005,447.96,5/26/2023
1139,2253,102253,7/26/2009,446.61,12/25/2023
1140,2254,102254,11/9/2010,4891.25,7/5/2023
1141,2258,102258,2/1/2020,2740.83,5/12/2023
1142,2260,102260,11/13/2000,142.97,11/29/2023
1143,2261,102261,9/28/2000,685.61,9/23/2023
1144,2264,102264,11/7/2019,2747.96,10/29/2023
1145,2267,102267,5/12/2010,1769.34,8/2/2023
1146,2270,102270,4/28/2005,965.94,4/7/2023
1147,2273,102273,11/30/2020,3375.19,2/11/2023
1148,2275,102275,12/29/2018,2910.37,11/9/2023
1149,2277,102277,2/26/2009,2532.48,9/2/2023
1150,2278,102278,1/30/2021,4623.22,11/9/2023
1151,2280,102280,1/11/2021,2540.70,9/8/2023
1152,2282,102282,5/5/2018,3261.84,8/5/2023
1153,2284,102284,9/1/2021,1187.37,5/26/2023
1154,2285,102285,8/11/2000,4995.40,11/3/2023
1155,2288,102288,7/23/2016,4623.13,8/3/2023
1156,2289,102289,1/31/2014,3645.14,8/27/2023
1157,2290,102290,1/24/2013,4017.28,7/31/2023
1158,2291,102291,4/8/2017,1441.25,11/15/2023
1159,2292,102292,1/6/2002,2539.47,7/13/2023
1160,2293,102293,10/29/2022,2136.84,11/27/2023
1161,2294,102294,2/8/2019,1629.71,9/20/2023
1162,2295,102295,10/30/2002,3709.38,12/22/2023
1163,2300,102300,8/24/2012,4452.29,7/24/2023
1164,2301,102301,7/10/2013,147.79,5/20/2023
1165,2303,102303,5/28/2001,1245.62,8/30/2023
1166,2304,102304,7/2/2022,2146.65,4/24/2023
1167,2308,102308,1/29/2017,1591.68,6/12/2023
1168,2309,102309,4/12/2017,1833.10,9/5/2023
1169,2314,102314,12/4/2001,1713.95,3/22/2023
1170,2316,102316,12/20/2000,2539.49,9/20/2023
1171,2318,102318,1/23/2014,1427.51,3/20/2023
1172,2319,102319,4/19/2000,3854.90,6/3/2023
1173,2321,102321,1/19/2010,3705.85,4/11/2023
1174,2325,102325,6/25/2000,1537.18,6/1/2023
1175,2327,102327,9/26/2014,908.09,1/24/2023
1176,2329,102329,11/4/2013,3538.32,6/2/2023
1177,2332,102332,10/20/2019,4784.92,2/8/2023
1178,2333,102333,3/2/2001,511.18,5/14/2023
1179,2334,102334,3/7/2004,3549.61,1/18/2023
1180,2336,102336,4/18/2016,2684.66,7/7/2023
1181,2337,102337,8/26/2007,1145.04,7/22/2023
1182,2338,102338,3/27/2000,713.37,7/20/2023
1183,2339,102339,10/7/2009,2757.19,7/13/2023
1184,2341,102341,3/24/2018,4828.33,4/11/2023
1185,2342,102342,4/4/2017,4045.99,7/19/2023
1186,2346,102346,6/11/2015,2063.11,5/1/2023
1187,2347,102347,12/5/2016,743.90,12/8/2023
1188,2348,102348,9/20/2021,3856.47,10/1/2023
1189,2349,102349,5/5/2001,748.35,1/15/2023
1190,2350,102350,12/3/2010,3709.35,12/27/2023
1191,2352,102352,11/14/2002,2721.20,9/7/2023
1192,2353,102353,7/17/2000,1034.26,8/7/2023
1193,2354,102354,4/4/2001,745.37,2/4/2023
1194,2355,102355,2/17/2007,2188.29,12/12/2023
1195,2356,102356,12/24/2018,4818.08,8/4/2023
1196,2357,102357,6/7/2020,435.78,4/20/2023
1197,2364,102364,12/21/2018,1672.75,2/11/2023
1198,2365,102365,3/27/2006,3901.13,9/7/2023
1199,2368,102368,4/21/2020,847.41,12/19/2023
1200,2369,102369,8/18/2004,2238.91,9/5/2023
1201,2373,102373,4/24/2006,3990.71,10/28/2023
1202,2378,102378,7/2/2004,2920.40,7/9/2023
1203,2380,102380,5/29/2014,148.44,4/3/2023
1204,2381,102381,10/22/2008,2341.40,9/20/2023
1205,2384,102384,8/17/2018,1933.15,5/17/2023
1206,2385,102385,7/18/2011,2857.23,7/17/2023
1207,2386,102386,12/2/2000,4242.93,7/30/2023
1208,2387,102387,6/13/2003,1569.84,7/8/2023
1209,2388,102388,8/28/2019,1088.77,8/29/2023
1210,2392,102392,7/29/2022,2897.66,3/7/2023
1211,2393,102393,12/25/2011,2680.56,10/25/2023
1212,2394,102394,8/13/2019,864.26,11/30/2023
1213,2395,102395,12/11/2004,1985.63,11/2/2023
1214,2398,102398,5/1/2001,271.10,4/25/2023
1215,2399,102399,9/6/2020,1990.65,5/29/2023
1216,2403,102403,11/22/2018,760.92,11/2/2023
1217,2405,102405,10/12/2011,2948.78,10/21/2023
1218,2409,102409,7/24/2005,326.29,4/28/2023
1219,2410,102410,11/11/2007,1289.39,4/22/2023
1220,2412,102412,12/15/2009,527.52,10/27/2023
1221,2414,102414,6/22/2013,3032.19,10/3/2023
1222,2416,102416,8/5/2022,3661.40,2/25/2023
1223,2417,102417,5/15/2014,2537.83,10/6/2023
1224,2420,102420,3/10/2000,3880.63,9/12/2023
1225,2425,102425,6/8/2003,2551.33,3/30/2023
1226,2427,102427,5/24/2012,3541.94,8/17/2023
1227,2428,102428,10/9/2013,2286.93,12/7/2023
1228,2429,102429,12/18/2011,2292.35,8/29/2023
1229,2430,102430,9/11/2008,508.88,1/29/2023
1230,2432,102432,4/30/2020,455.82,6/13/2023
1231,2435,102435,4/2/2003,4725.62,8/1/2023
1232,2437,102437,8/20/2013,2312.49,6/30/2023
1233,2441,102441,4/28/2002,157.65,12/6/2023
1234,2442,102442,7/8/2004,4636.80,9/16/2023
1235,2443,102443,3/11/2022,1773.84,11/30/2023
1236,2445,102445,3/22/2016,2689.16,10/3/2023
1237,2450,102450,8/30/2004,2639.59,11/16/2023
1238,2451,102451,4/24/2014,258.25,4/26/2023
1239,2455,102455,10/5/2012,3983.14,7/23/2023
1240,2457,102457,7/11/2007,1010.69,2/4/2023
1241,2458,102458,7/28/2020,3622.70,8/10/2023
1242,2459,102459,11/14/2017,2965.52,5/29/2023
1243,2461,102461,6/1/2007,2533.80,10/18/2023
1244,2462,102462,8/4/2010,4790.77,8/3/2023
1245,2463,102463,7/23/2020,298.15,1/23/2023
1246,2464,102464,11/21/2004,2311.02,7/6/2023
1247,2465,102465,12/13/2007,4843.54,11/17/2023
1248,2468,102468,5/15/2018,2377.28,3/25/2023
1249,2470,102470,7/28/2018,1005.48,12/31/2023
1250,2473,102473,11/10/2007,1796.19,12/19/2023
1251,2474,102474,11/22/2001,4423.24,12/23/2023
1252,2478,102478,12/6/2022,4644.47,3/16/2023
1253,2479,102479,11/2/2014,267.18,4/10/2023
1254,2481,102481,8/30/2004,1482.34,11/19/2023
1255,2483,102483,3/23/2015,2590.77,8/24/2023
1256,2484,102484,2/6/2001,3894.71,2/28/2023
1257,2485,102485,5/9/2022,858.02,9/20/2023
1258,2489,102489,12/24/2010,4454.09,4/12/2023
1259,2490,102490,9/14/2001,3297.25,6/19/2023
1260,2493,102493,8/18/2015,3387.65,4/15/2023
1261,2494,102494,5/7/2018,1676.46,6/5/2023
1262,2495,102495,11/21/2018,3566.98,10/29/2023
1263,2496,102496,8/29/2006,640.08,8/8/2023
1264,2497,102497,10/17/2013,2915.83,12/5/2023
1265,2498,102498,10/24/2017,1795.40,5/23/2023
1266,2500,102500,5/23/2006,543.53,3/2/2023
1267,2502,102502,7/4/2016,3727.21,6/23/2023
1268,2503,102503,6/5/2002,671.84,2/22/2023
1269,2505,102505,9/2/2008,3935.29,11/17/2023
1270,2509,102509,9/21/2018,3815.31,1/13/2023
1271,2512,102512,9/13/2013,144.14,2/28/2023
1272,2515,102515,9/7/2014,1324.09,8/20/2023
1273,2517,102517,5/19/2003,2063.72,4/25/2023
1274,2519,102519,10/27/2013,3971.96,2/14/2023
1275,2522,102522,2/19/2010,4185.34,11/5/2023
1276,2526,102526,1/30/2015,4373.86,1/31/2023
1277,2527,102527,4/2/2012,92.68,5/14/2023
1278,2528,102528,7/7/2006,2077.59,5/11/2023
1279,2530,102530,11/17/2022,1130.93,11/22/2023
1280,2532,102532,12/11/2008,3336.12,5/15/2023
1281,2533,102533,9/19/2016,1597.02,5/12/2023
1282,2534,102534,11/13/2011,518.05,12/18/2023
1283,2535,102535,3/13/2011,1689.55,5/20/2023
1284,2537,102537,4/7/2011,205.17,11/23/2023
1285,2539,102539,9/15/2013,3539.11,10/13/2023
1286,2542,102542,10/18/2005,4955.83,4/7/2023
1287,2545,102545,7/12/2000,1109.30,9/3/2023
1288,2546,102546,12/1/2020,4373.61,3/8/2023
1289,2547,102547,5/11/2000,350.80,12/28/2023
1290,2549,102549,2/5/2002,667.07,7/8/2023
1291,2550,102550,8/15/2006,4014.60,8/25/2023
1292,2552,102552,5/24/2016,4873.40,1/18/2023
1293,2553,102553,1/5/2020,1015.09,2/14/2023
1294,2555,102555,3/20/2015,4339.09,8/13/2023
1295,2557,102557,6/7/2019,2358.11,10/2/2023
1296,2560,102560,10/4/2012,2561.03,8/29/2023
1297,2561,102561,11/21/2015,2004.05,9/30/2023
1298,2565,102565,5/14/2022,1251.85,7/13/2023
1299,2568,102568,1/24/2019,1222.98,6/13/2023
1300,2569,102569,5/27/2011,1477.15,8/31/2023
1301,2573,102573,8/24/2002,4471.68,10/6/2023
1302,2574,102574,12/19/2015,319.52,1/6/2023
1303,2576,102576,12/27/2008,1930.95,6/12/2023
1304,2577,102577,7/10/2016,300.62,2/2/2023
1305,2578,102578,6/29/2000,4614.39,5/30/2023
1306,2579,102579,12/26/2000,1438.54,4/19/2023
1307,2580,102580,10/7/2006,3908.35,5/12/2023
1308,2581,102581,4/22/2017,2337.75,8/7/2023
1309,2584,102584,1/29/2005,1672.43,3/25/2023
1310,2588,102588,4/15/2001,1723.27,4/9/2023
1311,2589,102589,10/12/2003,1792.84,8/13/2023
1312,2596,102596,8/4/2010,3672.70,3/8/2023
1313,2598,102598,9/3/2001,127.28,8/6/2023
1314,2602,102602,9/15/2022,4240.37,10/22/2023
1315,2603,102603,7/11/2008,2413.81,10/11/2023
1316,2605,102605,10/7/2020,4300.37,12/31/2023
1317,2606,102606,6/26/2006,708.10,12/29/2023
1318,2607,102607,5/5/2012,1418.12,6/12/2023
1319,2611,102611,1/28/2005,2983.36,11/16/2023
1320,2612,102612,8/16/2004,159.47,4/3/2023
1321,2615,102615,1/31/2021,4449.19,6/22/2023
1322,2620,102620,3/3/2007,4499.69,4/8/2023
1323,2623,102623,4/29/2000,672.54,2/12/2023
1324,2624,102624,11/7/2013,3155.53,2/7/2023
1325,2627,102627,5/20/2016,1518.67,6/5/2023
1326,2629,102629,11/3/2015,1157.19,10/7/2023
1327,2636,102636,10/1/2000,2457.21,8/16/2023
1328,2637,102637,8/2/2008,3681.33,7/19/2023
1329,2639,102639,8/6/2007,3822.20,3/30/2023
1330,2640,102640,1/22/2012,2418.86,12/31/2023
1331,2641,102641,1/3/2006,3814.37,10/23/2023
1332,2643,102643,4/30/2009,1008.75,10/4/2023
1333,2644,102644,10/9/2018,2230.95,9/18/2023
1334,2645,102645,10/7/2015,2383.48,3/6/2023
1335,2648,102648,6/8/2019,2284.53,9/16/2023
1336,2653,102653,5/8/2005,2694.49,12/26/2023
1337,2655,102655,3/25/2007,144.97,12/16/2023
1338,2656,102656,12/24/2007,3372.05,5/14/2023
1339,2660,102660,6/16/2001,4287.00,10/17/2023
1340,2664,102664,7/1/2003,3523.44,8/13/2023
1341,2666,102666,9/16/2021,4490.25,10/19/2023
1342,2671,102671,11/26/2005,70.04,11/18/2023
1343,2672,102672,1/1/2019,464.19,6/10/2023
1344,2673,102673,8/11/2005,1736.78,7/14/2023
1345,2674,102674,9/14/2007,1414.98,4/6/2023
1346,2676,102676,3/24/2021,2718.77,1/10/2023
1347,2678,102678,5/30/2005,4762.04,4/25/2023
1348,2679,102679,4/1/2008,4355.06,12/14/2023
1349,2683,102683,6/27/2006,2656.26,3/3/2023
1350,2684,102684,7/25/2000,1668.18,8/31/2023
1351,2686,102686,12/16/2017,4817.57,2/16/2023
1352,2690,102690,5/24/2012,4940.85,9/3/2023
1353,2694,102694,1/15/2005,3584.89,1/31/2023
1354,2695,102695,1/2/2016,3451.75,6/27/2023
1355,2697,102697,12/22/2017,201.52,5/10/2023
1356,2698,102698,5/22/2012,2060.23,3/3/2023
1357,2699,102699,3/7/2012,2798.66,4/8/2023
1358,2700,102700,1/6/2012,276.01,8/14/2023
1359,2701,102701,10/13/2007,1345.47,11/25/2023
1360,2702,102702,2/23/2015,4895.63,3/30/2023
1361,2703,102703,4/3/2012,4599.50,8/19/2023
1362,2705,102705,8/12/2000,750.71,7/5/2023
1363,2708,102708,4/9/2007,1077.05,6/9/2023
1364,2713,102713,9/19/2002,270.79,5/18/2023
1365,2714,102714,2/16/2017,672.05,9/9/2023
1366,2718,102718,1/29/2013,1100.08,9/21/2023
1367,2720,102720,12/22/2005,1471.60,8/4/2023
1368,2721,102721,5/15/2011,2432.92,11/3/2023
1369,2724,102724,11/24/2001,3179.41,8/7/2023
1370,2728,102728,10/20/2002,1988.85,10/1/2023
1371,2730,102730,2/10/2002,3088.68,12/14/2023
1372,2732,102732,4/5/2022,187.83,6/29/2023
1373,2733,102733,9/11/2017,186.88,10/11/2023
1374,2735,102735,5/31/2010,3586.48,9/10/2023
1375,2742,102742,6/21/2005,4684.94,4/2/2023
1376,2743,102743,10/20/2014,2844.44,10/20/2023
1377,2745,102745,11/13/2006,2358.87,11/10/2023
1378,2748,102748,3/16/2005,2310.90,9/17/2023
1379,2749,102749,1/11/2016,3485.35,11/20/2023
1380,2754,102754,4/9/2015,1645.38,3/20/2023
1381,2755,102755,12/7/2015,4343.04,12/29/2023
1382,2757,102757,1/21/2022,4915.19,9/22/2023
1383,2758,102758,12/1/2001,1649.02,1/18/2023
1384,2759,102759,11/17/2018,2512.18,8/12/2023
1385,2760,102760,7/22/2021,2116.88,6/15/2023
1386,2764,102764,2/24/2016,2502.94,5/15/2023
1387,2765,102765,6/23/2003,4840.93,3/20/2023
1388,2770,102770,1/25/2004,3179.66,6/9/2023
1389,2774,102774,11/1/2019,11.29,6/23/2023
1390,2775,102775,1/24/2017,4590.27,9/12/2023
1391,2777,102777,5/3/2008,3886.68,11/14/2023
1392,2778,102778,12/9/2008,1200.77,9/23/2023
1393,2781,102781,2/11/2017,2719.12,6/27/2023
1394,2783,102783,5/25/2001,4916.18,2/14/2023
1395,2784,102784,6/26/2006,3907.58,6/23/2023
1396,2785,102785,2/8/2004,4007.86,3/22/2023
1397,2786,102786,8/8/2017,4484.03,6/13/2023
1398,2791,102791,1/10/2011,3008.05,12/18/2023
1399,2792,102792,1/29/2009,330.74,2/23/2023
1400,2793,102793,12/27/2000,61.67,1/15/2023
1401,2794,102794,12/8/2014,101.14,6/8/2023
1402,2796,102796,2/15/2009,1434.01,7/21/2023
1403,2797,102797,1/14/2012,2846.75,3/14/2023
1404,2800,102800,12/8/2013,4038.93,8/13/2023
1405,2801,102801,4/6/2020,1769.31,10/31/2023
1406,2805,102805,2/12/2019,637.82,11/18/2023
1407,2806,102806,1/11/2022,3508.61,9/19/2023
1408,2807,102807,10/17/2007,1333.07,10/16/2023
1409,2811,102811,8/7/2004,1499.66,11/19/2023
1410,2812,102812,2/17/2020,4798.14,6/10/2023
1411,2816,102816,11/19/2001,1331.17,2/10/2023
1412,2817,102817,5/4/2022,129.56,3/13/2023
1413,2820,102820,10/25/2004,2494.21,1/5/2023
1414,2824,102824,11/30/2001,1003.75,5/23/2023
1415,2825,102825,2/20/2018,2865.12,11/17/2023
1416,2826,102826,8/8/2001,3277.18,10/17/2023
1417,2827,102827,3/25/2009,1187.48,3/28/2023
1418,2828,102828,1/2/2012,4658.20,3/31/2023
1419,2829,102829,12/22/2003,884.52,3/23/2023
1420,2830,102830,11/6/2000,3560.09,7/6/2023
1421,2833,102833,12/7/2000,4256.83,3/11/2023
1422,2835,102835,11/16/2018,1522.16,10/1/2023
1423,2836,102836,2/25/2019,3657.87,7/31/2023
1424,2837,102837,9/6/2004,2065.03,10/27/2023
1425,2839,102839,11/21/2016,4585.00,5/25/2023
1426,2841,102841,3/14/2003,3966.04,2/5/2023
1427,2843,102843,4/11/2017,3670.40,2/25/2023
1428,2845,102845,8/29/2002,4286.37,1/3/2023
1429,2849,102849,6/20/2003,26.94,12/28/2023
1430,2851,102851,11/16/2011,2604.03,1/26/2023
1431,2852,102852,11/13/2017,461.09,5/21/2023
1432,2857,102857,6/11/2009,1494.27,8/11/2023
1433,2860,102860,8/22/2004,4065.24,3/9/2023
1434,2862,102862,1/16/2017,1626.32,3/20/2023
1435,2867,102867,5/13/2003,657.38,7/29/2023
1436,2869,102869,5/11/2009,798.89,9/2/2023
1437,2870,102870,9/14/2006,2142.67,5/23/2023
1438,2876,102876,4/25/2014,3703.67,1/5/2023
1439,2877,102877,3/3/2022,3954.46,5/23/2023
1440,2880,102880,12/5/2018,1020.30,3/10/2023
1441,2881,102881,10/25/2003,4855.13,2/7/2023
1442,2883,102883,3/6/2002,4146.77,11/17/2023
1443,2885,102885,2/25/2009,2137.69,7/15/2023
1444,2889,102889,2/24/2001,1145.11,12/13/2023
1445,2890,102890,3/7/2006,286.49,11/5/2023
1446,2891,102891,8/23/2016,1174.08,6/23/2023
1447,2892,102892,3/2/2000,3243.05,3/17/2023
1448,2895,102895,9/13/2008,3687.21,8/21/2023
1449,2896,102896,3/26/2004,35.26,5/25/2023
1450,2899,102899,12/1/2022,4960.06,7/21/2023
1451,2900,102900,5/11/2015,4472.34,7/2/2023
1452,2901,102901,10/21/2019,3456.23,1/31/2023
1453,2906,102906,12/25/2003,1526.03,8/13/2023
1454,2908,102908,5/7/2011,3631.96,6/22/2023
1455,2910,102910,10/3/2016,3860.94,5/26/2023
1456,2911,102911,10/22/2017,1710.75,4/12/2023
1457,2913,102913,11/11/2016,241.62,1/12/2023
1458,2914,102914,12/25/2011,2682.98,9/20/2023
1459,2916,102916,8/11/2011,332.58,3/19/2023
1460,2920,102920,6/18/2020,491.89,9/6/2023
1461,2921,102921,9/21/2020,3874.38,11/26/2023
1462,2924,102924,5/7/2009,2443.64,10/21/2023
1463,2928,102928,3/9/2005,4343.75,4/3/2023
1464,2929,102929,6/11/2018,2557.71,6/27/2023
1465,2930,102930,8/27/2018,1212.17,3/11/2023
1466,2935,102935,7/14/2010,944.49,4/20/2023
1467,2936,102936,3/12/2001,270.27,7/3/2023
1468,2938,102938,5/3/2004,2330.41,1/27/2023
1469,2941,102941,5/14/2004,3033.63,4/30/2023
1470,2942,102942,9/25/2008,1926.21,10/10/2023
1471,2945,102945,11/24/2014,4703.82,8/17/2023
1472,2946,102946,2/9/2020,2589.04,7/25/2023
1473,2947,102947,7/30/2020,3272.53,10/15/2023
1474,2949,102949,2/9/2016,3583.82,1/20/2023
1475,2950,102950,8/17/2008,2721.98,5/21/2023
1476,2951,102951,5/2/2011,2008.22,12/23/2023
1477,2953,102953,2/14/2022,3930.01,10/18/2023
1478,2954,102954,12/16/2022,3935.94,2/8/2023
1479,2955,102955,11/1/2002,4859.67,6/28/2023
1480,2956,102956,6/7/2019,2556.87,7/6/2023
1481,2958,102958,12/11/2021,4889.58,9/22/2023
1482,2960,102960,10/27/2019,4122.80,10/24/2023
1483,2961,102961,1/15/2012,2053.62,4/21/2023
1484,2962,102962,1/3/2010,932.05,12/16/2023
1485,2963,102963,7/18/2011,4214.98,12/15/2023
1486,2964,102964,2/24/2002,2151.97,5/31/2023
1487,2965,102965,11/2/2014,3719.35,9/1/2023
1488,2971,102971,3/13/2021,1954.64,9/4/2023
1489,2972,102972,7/29/2012,1747.73,11/15/2023
1490,2973,102973,7/4/2022,3470.78,2/15/2023
1491,2974,102974,1/23/2008,3566.19,2/8/2023
1492,2977,102977,3/3/2006,4537.74,6/10/2023
1493,2978,102978,3/28/2010,1206.67,11/22/2023
1494,2981,102981,7/26/2021,1246.77,6/14/2023
1495,2983,102983,5/30/2022,1570.28,4/7/2023
1496,2984,102984,5/27/2007,2282.33,12/24/2023
1497,2987,102987,6/29/2015,3098.98,3/15/2023
1498,2990,102990,7/11/2008,1729.32,11/30/2023
1499,2991,102991,7/26/2021,2451.28,9/9/2023
1500,2992,102992,1/20/2010,4535.08,7/18/2023
1501,2994,102994,10/5/2003,2299.22,5/1/2023
1502,2995,102995,9/20/2013,3628.28,7/16/2023
1503,2996,102996,4/18/2016,1768.64,1/28/2023
1504,2999,102999,9/21/2005,4231.66,5/15/2023
1505,3002,103002,3/3/2008,788.39,11/11/2023
1506,3005,103005,11/7/2017,3776.64,7/6/2023
1507,3011,103011,10/20/2006,3636.31,12/15/2023
1508,3012,103012,10/22/2016,2109.49,12/13/2023
1509,3014,103014,7/24/2001,1455.03,6/3/2023
1510,3015,103015,8/7/2003,3495.80,7/18/2023
1511,3016,103016,10/28/2021,4484.40,10/3/2023
1512,3017,103017,12/5/2014,2914.17,4/11/2023
1513,3021,103021,11/21/2000,1328.81,6/22/2023
1514,3023,103023,2/12/2020,474.26,6/29/2023
1515,3026,103026,2/25/2011,264.57,8/28/2023
1516,3028,103028,2/6/2013,4688.48,1/2/2023
1517,3030,103030,5/6/2004,1847.17,1/24/2023
1518,3031,103031,3/28/2001,608.03,12/13/2023
1519,3032,103032,6/1/2008,2812.67,8/5/2023
1520,3035,103035,8/25/2009,3665.54,10/5/2023
1521,3036,103036,1/19/2013,616.03,12/4/2023
1522,3037,103037,1/31/2009,1072.84,12/28/2023
1523,3039,103039,6/29/2021,678.42,10/12/2023
1524,3043,103043,11/17/2006,4815.50,7/9/2023
1525,3045,103045,9/28/2012,4759.26,3/22/2023
1526,3046,103046,3/11/2005,475.16,6/14/2023
1527,3049,103049,4/13/2006,1968.24,3/10/2023
1528,3054,103054,11/29/2007,1429.70,6/30/2023
1529,3064,103064,11/24/2001,4911.95,1/7/2023
1530,3065,103065,5/23/2017,1832.43,1/25/2023
1531,3068,103068,11/21/2021,3473.79,10/7/2023
1532,3069,103069,11/11/2022,1295.47,12/22/2023
1533,3071,103071,12/19/2016,1751.50,5/18/2023
1534,3072,103072,4/15/2012,1410.14,7/8/2023
1535,3073,103073,4/3/2010,4137.14,11/24/2023
1536,3074,103074,12/23/2015,2005.53,2/21/2023
1537,3075,103075,4/1/2013,3227.78,2/3/2023
1538,3076,103076,12/8/2014,4339.47,7/17/2023
1539,3077,103077,1/7/2020,763.41,10/15/2023
1540,3078,103078,2/11/2019,3074.72,8/2/2023
1541,3080,103080,9/15/2015,3019.14,7/29/2023
1542,3082,103082,10/10/2014,4365.85,1/8/2023
1543,3087,103087,1/1/2017,2439.17,8/31/2023
1544,3089,103089,2/24/2011,39.85,10/9/2023
1545,3091,103091,8/27/2013,1310.78,3/27/2023
1546,3093,103093,12/25/2020,891.51,10/26/2023
1547,3094,103094,11/15/2020,387.59,8/31/2023
1548,3096,103096,4/28/2002,1172.82,12/1/2023
1549,3097,103097,3/16/2008,2063.42,7/7/2023
1550,3099,103099,8/14/2018,2320.33,5/29/2023
1551,3102,103102,5/7/2003,4216.33,3/6/2023
1552,3105,103105,9/3/2009,2921.73,9/28/2023
1553,3106,103106,7/13/2008,1314.37,10/24/2023
1554,3107,103107,3/18/2015,3866.99,8/16/2023
1555,3110,103110,1/13/2003,552.87,4/19/2023
1556,3111,103111,12/13/2007,3487.05,6/15/2023
1557,3112,103112,11/24/2016,4733.58,7/14/2023
1558,3113,103113,12/7/2002,4803.23,3/18/2023
