CustomerID,AccountNumber,TransactionID,TransactionDate,TransactionType,TransactionAmount,BranchID,CardID,CardType,CreditLimit,PaymentDueDate,LastPaymentDate,ResolutionStatus,ResolutionDate
2765,102765,2765,9/29/2023,Transfer,3221.69,18,2765,MasterCard,6753.36,8/18/2023,5/14/2023,Resolved,3/20/2023
2766,102766,2766,8/21/2023,Deposit,3559.38,96,2766,AMEX,6437.55,1/27/2023,4/15/2023,Resolved,5/19/2023
2767,102767,2767,9/11/2023,Deposit,2001.76,48,2767,AMEX,3132.69,3/31/2023,2/27/2023,Pending,7/11/2023
2768,102768,2768,12/31/2023,Deposit,532.89,46,2768,AMEX,6150.24,10/24/2023,4/3/2023,Pending,2/12/2023
2769,102769,2769,12/13/2023,Deposit,2201.37,48,2769,AMEX,3306.96,10/26/2023,5/7/2023,Pending,12/5/2023
2770,102770,2770,5/17/2023,Deposit,2765.41,62,2770,AMEX,3572.69,5/31/2023,10/15/2023,Pending,6/9/2023
2771,102771,2771,6/2/2023,Deposit,134.00,94,2771,MasterCard,5954.48,9/8/2023,2/6/2023,Resolved,3/13/2023
2772,102772,2772,12/10/2023,Withdrawal,2741.34,27,2772,AMEX,5111.45,1/19/2023,5/15/2023,Resolved,2/20/2023
2773,102773,2773,2/27/2023,Deposit,2002.39,62,2773,Visa,4809.53,8/1/2023,6/6/2023,Pending,5/10/2023
2774,102774,2774,8/8/2023,Deposit,2397.50,78,2774,AMEX,4539.98,4/2/2023,2/9/2023,Resolved,6/23/2023
2775,102775,2775,1/18/2023,Deposit,1523.65,65,2775,MasterCard,7792.16,7/10/2023,9/3/2023,Pending,9/12/2023
2776,102776,2776,3/31/2023,Transfer,2465.78,52,2776,AMEX,3528.17,4/20/2023,11/5/2023,Resolved,7/23/2023
2777,102777,2777,11/26/2023,Transfer,4410.38,1,2777,AMEX,3813.92,8/19/2023,6/4/2023,Pending,11/14/2023
2778,102778,2778,6/26/2023,Withdrawal,3941.37,50,2778,Visa,6213.94,10/30/2023,2/12/2023,Resolved,9/23/2023
2779,102779,2779,2/13/2023,Transfer,3084.06,40,2779,MasterCard,9678.79,6/2/2023,4/19/2023,Pending,1/12/2023
2780,102780,2780,7/22/2023,Withdrawal,3136.62,72,2780,AMEX,3619.77,8/3/2023,5/28/2023,Pending,5/4/2023
2781,102781,2781,4/20/2023,Deposit,4478.00,17,2781,MasterCard,4744.38,1/13/2023,10/9/2023,Resolved,6/27/2023
2782,102782,2782,7/12/2023,Deposit,2403.68,1,2782,Visa,2155.04,9/7/2023,3/13/2023,Resolved,10/19/2023
2783,102783,2783,12/3/2023,Withdrawal,2701.34,78,2783,MasterCard,6767.32,7/6/2023,12/31/2023,Pending,2/14/2023
2784,102784,2784,5/8/2023,Withdrawal,4302.29,77,2784,Visa,3260.99,5/8/2023,9/4/2023,Pending,6/23/2023
2785,102785,2785,1/10/2023,Withdrawal,3776.04,30,2785,AMEX,5734.19,2/7/2023,6/15/2023,Resolved,3/22/2023
2786,102786,2786,11/15/2023,Deposit,2170.98,77,2786,AMEX,4780.55,5/23/2023,9/4/2023,Pending,6/13/2023
2787,102787,2787,4/4/2023,Transfer,1533.26,67,2787,Visa,7982.96,12/2/2023,5/4/2023,Resolved,6/19/2023
2788,102788,2788,10/29/2023,Deposit,2593.92,22,2788,MasterCard,8496.03,10/26/2023,11/10/2023,Pending,12/18/2023
2789,102789,2789,8/13/2023,Withdrawal,611.85,35,2789,MasterCard,7636.83,9/11/2023,6/7/2023,Resolved,3/29/2023
2790,102790,2790,9/15/2023,Deposit,3405.39,56,2790,AMEX,5053.13,10/28/2023,2/1/2023,Pending,12/7/2023
2791,102791,2791,8/12/2023,Deposit,2327.59,14,2791,AMEX,4734.82,4/25/2023,7/3/2023,Resolved,12/18/2023
2792,102792,2792,9/16/2023,Deposit,2978.99,45,2792,MasterCard,4711.23,2/1/2023,5/18/2023,Resolved,2/23/2023
2793,102793,2793,2/5/2023,Transfer,4232.53,86,2793,AMEX,5514.70,10/20/2023,12/21/2023,Resolved,1/15/2023
2794,102794,2794,9/18/2023,Transfer,1788.04,33,2794,MasterCard,6570.47,3/14/2023,2/19/2023,Resolved,6/8/2023
2795,102795,2795,10/3/2023,Deposit,2490.87,12,2795,AMEX,3917.19,10/16/2023,8/9/2023,Resolved,1/19/2023
2796,102796,2796,9/16/2023,Deposit,2782.90,24,2796,Visa,7588.32,2/23/2023,10/20/2023,Resolved,7/21/2023
2797,102797,2797,9/16/2023,Withdrawal,1408.07,69,2797,MasterCard,9156.88,10/7/2023,2/16/2023,Resolved,3/14/2023
2798,102798,2798,12/22/2023,Deposit,1381.43,57,2798,Visa,1608.95,1/1/2023,6/13/2023,Pending,4/26/2023
2799,102799,2799,11/22/2023,Transfer,2635.85,9,2799,MasterCard,1194.75,3/4/2023,8/30/2023,Resolved,3/3/2023
2800,102800,2800,8/16/2023,Transfer,1293.24,2,2800,Visa,7079.96,10/15/2023,7/17/2023,Pending,8/13/2023
2801,102801,2801,3/29/2023,Deposit,4307.40,59,2801,Visa,6812.99,6/28/2023,9/3/2023,Resolved,10/31/2023
2802,102802,2802,10/30/2023,Transfer,4974.43,95,2802,AMEX,5125.39,5/18/2023,7/31/2023,Resolved,6/27/2023
2803,102803,2803,4/12/2023,Transfer,1062.15,29,2803,MasterCard,8454.12,1/21/2023,8/26/2023,Resolved,12/17/2023
2804,102804,2804,10/20/2023,Transfer,2880.54,93,2804,AMEX,7744.84,1/15/2023,10/10/2023,Resolved,6/1/2023
2805,102805,2805,1/8/2023,Deposit,735.44,55,2805,MasterCard,9699.98,12/2/2023,6/15/2023,Pending,11/18/2023
2806,102806,2806,4/12/2023,Withdrawal,936.00,94,2806,Visa,8522.65,2/21/2023,3/1/2023,Resolved,9/19/2023
2807,102807,2807,4/23/2023,Transfer,3832.19,22,2807,MasterCard,1736.88,9/22/2023,3/12/2023,Resolved,10/16/2023
2808,102808,2808,7/27/2023,Withdrawal,1006.40,85,2808,AMEX,4744.21,1/4/2023,12/9/2023,Pending,9/7/2023
2809,102809,2809,12/29/2023,Deposit,3747.52,49,2809,AMEX,4208.32,7/30/2023,6/18/2023,Pending,7/3/2023
2810,102810,2810,2/14/2023,Withdrawal,2026.10,12,2810,MasterCard,8515.21,1/28/2023,3/21/2023,Pending,2/20/2023
2811,102811,2811,1/10/2023,Withdrawal,2402.50,71,2811,Visa,3120.87,8/6/2023,11/17/2023,Resolved,11/19/2023
2812,102812,2812,12/8/2023,Withdrawal,1304.46,89,2812,AMEX,1989.74,4/30/2023,6/21/2023,Resolved,6/10/2023
2813,102813,2813,8/20/2023,Deposit,2749.42,8,2813,MasterCard,1702.50,9/10/2023,1/19/2023,Pending,1/4/2023
2814,102814,2814,8/21/2023,Deposit,1664.46,97,2814,Visa,6057.72,6/25/2023,6/8/2023,Resolved,6/15/2023
2815,102815,2815,12/9/2023,Deposit,881.09,16,2815,AMEX,3753.36,12/31/2023,3/19/2023,Pending,9/20/2023
2816,102816,2816,6/18/2023,Deposit,703.97,40,2816,AMEX,2703.90,8/24/2023,4/10/2023,Resolved,2/10/2023
2817,102817,2817,9/25/2023,Transfer,4998.29,45,2817,Visa,9185.42,9/10/2023,6/6/2023,Pending,3/13/2023
2818,102818,2818,8/25/2023,Deposit,1734.71,64,2818,MasterCard,1135.12,4/20/2023,12/29/2023,Pending,5/19/2023
2819,102819,2819,9/21/2023,Withdrawal,4026.57,63,2819,Visa,4970.89,1/27/2023,1/30/2023,Resolved,4/29/2023
2820,102820,2820,10/28/2023,Withdrawal,1713.51,51,2820,Visa,5370.29,4/13/2023,2/3/2023,Resolved,1/5/2023
2821,102821,2821,3/29/2023,Deposit,3118.57,10,2821,Visa,5851.08,1/20/2023,7/3/2023,Pending,3/17/2023
2822,102822,2822,6/3/2023,Transfer,4207.40,76,2822,MasterCard,7846.90,6/8/2023,11/7/2023,Resolved,6/8/2023
2823,102823,2823,12/8/2023,Transfer,3483.21,86,2823,MasterCard,1057.45,8/5/2023,12/20/2023,Resolved,12/6/2023
2824,102824,2824,4/17/2023,Deposit,354.69,71,2824,MasterCard,3130.25,12/20/2023,11/23/2023,Pending,5/23/2023
2825,102825,2825,8/5/2023,Transfer,971.95,45,2825,Visa,8032.98,11/6/2023,12/27/2023,Pending,11/17/2023
2826,102826,2826,6/8/2023,Withdrawal,4369.18,85,2826,AMEX,4053.41,12/29/2023,8/22/2023,Resolved,10/17/2023
2827,102827,2827,11/8/2023,Transfer,2361.40,56,2827,AMEX,6182.96,5/7/2023,4/6/2023,Resolved,3/28/2023
2828,102828,2828,12/20/2023,Transfer,2996.36,86,2828,MasterCard,3541.66,2/18/2023,7/13/2023,Pending,3/31/2023
2829,102829,2829,2/6/2023,Deposit,132.02,73,2829,AMEX,1754.89,4/9/2023,4/13/2023,Resolved,3/23/2023
2830,102830,2830,3/13/2023,Withdrawal,2441.71,84,2830,AMEX,3268.57,4/29/2023,5/1/2023,Resolved,7/6/2023
2831,102831,2831,5/1/2023,Transfer,2159.97,13,2831,MasterCard,8418.68,4/13/2023,7/4/2023,Resolved,10/22/2023
2832,102832,2832,6/21/2023,Transfer,3434.12,64,2832,MasterCard,4065.04,10/31/2023,6/15/2023,Pending,3/28/2023
2833,102833,2833,8/15/2023,Withdrawal,1379.49,88,2833,Visa,5940.54,4/2/2023,12/12/2023,Resolved,3/11/2023
2834,102834,2834,8/5/2023,Transfer,3722.02,30,2834,Visa,1117.70,3/31/2023,1/16/2023,Resolved,2/13/2023
2835,102835,2835,4/5/2023,Withdrawal,3357.77,52,2835,MasterCard,5698.69,5/29/2023,2/9/2023,Pending,10/1/2023
2836,102836,2836,6/26/2023,Transfer,2553.46,54,2836,AMEX,7521.12,5/15/2023,7/13/2023,Resolved,7/31/2023
2837,102837,2837,3/28/2023,Deposit,1884.50,57,2837,AMEX,6236.96,10/15/2023,4/11/2023,Pending,10/27/2023
2838,102838,2838,4/12/2023,Transfer,1516.94,18,2838,AMEX,1204.49,3/11/2023,2/8/2023,Resolved,8/20/2023
2839,102839,2839,11/20/2023,Transfer,2680.15,25,2839,MasterCard,1190.46,11/1/2023,9/21/2023,Pending,5/25/2023
2840,102840,2840,12/22/2023,Transfer,2888.35,53,2840,Visa,8984.23,7/4/2023,11/8/2023,Resolved,11/7/2023
2841,102841,2841,5/7/2023,Withdrawal,2246.18,20,2841,AMEX,2930.17,10/5/2023,5/8/2023,Resolved,2/5/2023
2842,102842,2842,3/11/2023,Withdrawal,1609.67,11,2842,Visa,7146.57,5/11/2023,3/16/2023,Pending,6/26/2023
2843,102843,2843,8/11/2023,Deposit,4400.70,40,2843,Visa,1283.10,5/30/2023,7/19/2023,Pending,2/25/2023
2844,102844,2844,9/17/2023,Deposit,1557.96,98,2844,AMEX,3743.56,3/21/2023,10/9/2023,Resolved,11/12/2023
2845,102845,2845,10/4/2023,Deposit,3364.11,23,2845,Visa,3924.34,10/22/2023,12/5/2023,Resolved,1/3/2023
2846,102846,2846,10/25/2023,Deposit,4525.08,90,2846,Visa,8670.49,5/28/2023,8/8/2023,Pending,10/29/2023
2847,102847,2847,3/25/2023,Deposit,3237.78,87,2847,Visa,8240.47,5/21/2023,9/17/2023,Pending,11/12/2023
2848,102848,2848,5/14/2023,Withdrawal,1835.96,42,2848,Visa,8487.83,2/8/2023,7/22/2023,Pending,10/16/2023
2849,102849,2849,9/12/2023,Deposit,1493.07,47,2849,MasterCard,9476.08,2/20/2023,12/20/2023,Pending,12/28/2023
2850,102850,2850,1/11/2023,Transfer,4268.47,56,2850,Visa,4349.05,7/11/2023,7/22/2023,Resolved,12/3/2023
2851,102851,2851,7/29/2023,Deposit,2454.88,33,2851,AMEX,2960.65,10/28/2023,5/15/2023,Pending,1/26/2023
2852,102852,2852,3/14/2023,Deposit,2970.91,89,2852,Visa,7633.32,8/30/2023,3/5/2023,Pending,5/21/2023
2853,102853,2853,5/20/2023,Deposit,2985.54,98,2853,MasterCard,1749.20,1/7/2023,12/23/2023,Resolved,8/3/2023
2854,102854,2854,10/14/2023,Deposit,2673.67,26,2854,AMEX,9797.92,11/21/2023,7/30/2023,Resolved,10/13/2023
2855,102855,2855,6/8/2023,Withdrawal,4657.32,69,2855,Visa,7705.82,8/21/2023,4/28/2023,Pending,7/15/2023
2856,102856,2856,6/20/2023,Deposit,4655.86,29,2856,MasterCard,3565.75,7/4/2023,12/29/2023,Pending,7/19/2023
2857,102857,2857,7/5/2023,Withdrawal,211.70,94,2857,MasterCard,8119.37,11/1/2023,2/1/2023,Pending,8/11/2023
2858,102858,2858,2/19/2023,Deposit,2533.27,60,2858,MasterCard,9203.31,4/22/2023,8/25/2023,Pending,7/7/2023
2859,102859,2859,9/4/2023,Withdrawal,2832.18,91,2859,MasterCard,2371.05,6/22/2023,10/18/2023,Pending,1/8/2023
2860,102860,2860,12/20/2023,Deposit,4628.54,37,2860,AMEX,6946.32,6/21/2023,10/10/2023,Resolved,3/9/2023
2861,102861,2861,7/27/2023,Transfer,357.59,25,2861,AMEX,2288.70,7/29/2023,8/4/2023,Resolved,3/30/2023
2862,102862,2862,2/10/2023,Withdrawal,3947.48,74,2862,MasterCard,6115.27,4/26/2023,2/18/2023,Resolved,3/20/2023
2863,102863,2863,4/22/2023,Withdrawal,3215.67,44,2863,AMEX,2642.36,4/11/2023,2/27/2023,Pending,10/17/2023
2864,102864,2864,7/23/2023,Deposit,3665.17,34,2864,AMEX,5593.33,5/15/2023,8/18/2023,Pending,6/17/2023
2865,102865,2865,7/24/2023,Withdrawal,1465.61,12,2865,MasterCard,5487.82,1/21/2023,7/9/2023,Resolved,6/27/2023
2866,102866,2866,6/21/2023,Withdrawal,3735.60,93,2866,AMEX,3686.95,2/16/2023,8/22/2023,Resolved,2/19/2023
2867,102867,2867,5/7/2023,Withdrawal,1420.53,39,2867,MasterCard,1487.87,10/29/2023,11/23/2023,Resolved,7/29/2023
2868,102868,2868,3/7/2023,Transfer,3381.58,19,2868,AMEX,8094.40,3/3/2023,9/27/2023,Resolved,4/21/2023
2869,102869,2869,9/28/2023,Deposit,3937.24,19,2869,Visa,5277.55,8/30/2023,10/1/2023,Resolved,9/2/2023
2870,102870,2870,2/3/2023,Transfer,3918.70,29,2870,Visa,7109.75,4/22/2023,12/22/2023,Resolved,5/23/2023
2871,102871,2871,7/17/2023,Transfer,2726.42,66,2871,Visa,8858.93,4/26/2023,9/30/2023,Pending,1/4/2023
2872,102872,2872,2/13/2023,Deposit,2073.70,90,2872,AMEX,3299.68,1/16/2023,3/19/2023,Pending,7/17/2023
2873,102873,2873,9/10/2023,Transfer,1225.33,98,2873,Visa,6207.76,7/5/2023,6/15/2023,Resolved,10/11/2023
2874,102874,2874,6/10/2023,Transfer,177.14,94,2874,AMEX,8377.63,10/29/2023,2/20/2023,Pending,2/10/2023
2875,102875,2875,12/1/2023,Withdrawal,253.99,76,2875,Visa,9396.14,4/14/2023,9/13/2023,Resolved,7/25/2023
2876,102876,2876,12/21/2023,Withdrawal,2098.39,20,2876,Visa,1616.39,4/6/2023,9/26/2023,Resolved,1/5/2023
2877,102877,2877,12/14/2023,Deposit,483.73,57,2877,MasterCard,2344.61,4/10/2023,9/21/2023,Pending,5/23/2023
2878,102878,2878,12/28/2023,Deposit,568.70,97,2878,Visa,2096.82,3/26/2023,9/20/2023,Pending,5/4/2023
2879,102879,2879,4/28/2023,Transfer,981.56,9,2879,AMEX,1962.04,12/16/2023,3/1/2023,Resolved,2/2/2023
2880,102880,2880,10/23/2023,Deposit,2411.72,2,2880,Visa,9294.81,1/1/2023,10/23/2023,Resolved,3/10/2023
2881,102881,2881,9/19/2023,Deposit,2962.84,28,2881,AMEX,6759.80,8/25/2023,8/26/2023,Pending,2/7/2023
2882,102882,2882,3/16/2023,Withdrawal,3474.39,34,2882,MasterCard,8884.83,11/10/2023,1/2/2023,Resolved,5/24/2023
2883,102883,2883,1/14/2023,Transfer,2436.24,21,2883,AMEX,4872.99,2/15/2023,12/31/2023,Resolved,11/17/2023
2884,102884,2884,1/5/2023,Withdrawal,3327.04,83,2884,MasterCard,9031.46,6/8/2023,10/4/2023,Pending,3/12/2023
2885,102885,2885,10/28/2023,Withdrawal,4311.92,78,2885,MasterCard,6727.84,3/27/2023,9/13/2023,Pending,7/15/2023
2886,102886,2886,7/6/2023,Withdrawal,1877.07,81,2886,MasterCard,8178.29,11/19/2023,5/19/2023,Resolved,6/25/2023
2887,102887,2887,7/20/2023,Transfer,3444.31,56,2887,MasterCard,6201.83,3/20/2023,4/6/2023,Resolved,4/4/2023
2888,102888,2888,10/26/2023,Transfer,3295.94,5,2888,Visa,3688.67,8/20/2023,6/9/2023,Pending,7/24/2023
2889,102889,2889,9/8/2023,Transfer,3186.11,85,2889,AMEX,6084.42,4/11/2023,6/24/2023,Pending,12/13/2023
2890,102890,2890,6/4/2023,Withdrawal,2921.64,22,2890,Visa,7540.44,9/6/2023,2/24/2023,Resolved,11/5/2023
2891,102891,2891,7/16/2023,Deposit,3633.53,59,2891,MasterCard,7015.12,7/29/2023,4/9/2023,Resolved,6/23/2023
2892,102892,2892,3/10/2023,Transfer,4094.53,40,2892,Visa,5192.43,11/6/2023,9/1/2023,Resolved,3/17/2023
2893,102893,2893,2/17/2023,Deposit,1966.73,84,2893,MasterCard,1191.40,7/9/2023,11/7/2023,Pending,9/17/2023
2894,102894,2894,9/6/2023,Withdrawal,3277.27,92,2894,MasterCard,6213.25,11/29/2023,6/13/2023,Resolved,9/24/2023
2895,102895,2895,8/20/2023,Transfer,1250.07,63,2895,AMEX,9330.54,3/26/2023,1/11/2023,Pending,8/21/2023
2896,102896,2896,4/21/2023,Deposit,3782.47,32,2896,Visa,9329.40,8/25/2023,10/13/2023,Pending,5/25/2023
2897,102897,2897,11/25/2023,Transfer,4403.16,45,2897,MasterCard,8744.40,12/29/2023,1/8/2023,Pending,5/23/2023
2898,102898,2898,10/8/2023,Withdrawal,3809.75,83,2898,AMEX,6574.34,8/10/2023,1/7/2023,Resolved,11/23/2023
2899,102899,2899,5/16/2023,Transfer,2460.54,92,2899,AMEX,5584.51,10/10/2023,7/22/2023,Resolved,7/21/2023
2900,102900,2900,3/19/2023,Withdrawal,675.85,87,2900,MasterCard,1207.21,11/22/2023,7/30/2023,Pending,7/2/2023
2901,102901,2901,8/19/2023,Withdrawal,4366.78,33,2901,AMEX,4153.01,1/30/2023,6/15/2023,Resolved,1/31/2023
2902,102902,2902,9/12/2023,Deposit,4074.96,82,2902,AMEX,8682.75,2/1/2023,1/8/2023,Pending,3/9/2023
2903,102903,2903,6/9/2023,Withdrawal,3493.04,35,2903,Visa,2426.66,11/24/2023,1/5/2023,Resolved,10/25/2023
2904,102904,2904,3/2/2023,Withdrawal,4258.91,46,2904,AMEX,8264.70,2/17/2023,3/18/2023,Resolved,10/15/2023
2905,102905,2905,3/28/2023,Transfer,2669.80,36,2905,Visa,3441.45,8/20/2023,1/18/2023,Resolved,1/2/2023
2906,102906,2906,1/1/2023,Withdrawal,4954.00,62,2906,Visa,5925.10,12/27/2023,11/21/2023,Resolved,8/13/2023
2907,102907,2907,4/21/2023,Withdrawal,4186.99,83,2907,MasterCard,3630.32,1/14/2023,2/13/2023,Pending,8/26/2023
2908,102908,2908,6/8/2023,Withdrawal,826.35,90,2908,MasterCard,3463.58,2/13/2023,2/14/2023,Resolved,6/22/2023
2909,102909,2909,8/22/2023,Withdrawal,2016.75,26,2909,AMEX,8852.26,9/3/2023,4/11/2023,Resolved,9/20/2023
2910,102910,2910,3/11/2023,Deposit,858.97,7,2910,AMEX,7220.66,7/16/2023,2/24/2023,Resolved,5/26/2023
2911,102911,2911,12/30/2023,Transfer,1129.06,87,2911,Visa,2938.18,10/29/2023,6/25/2023,Resolved,4/12/2023
2912,102912,2912,3/22/2023,Transfer,2509.85,5,2912,MasterCard,5300.32,7/31/2023,6/16/2023,Resolved,6/14/2023
2913,102913,2913,7/21/2023,Withdrawal,1813.38,87,2913,Visa,5613.24,7/16/2023,8/9/2023,Resolved,1/12/2023
2914,102914,2914,4/3/2023,Deposit,4549.60,32,2914,MasterCard,7565.92,7/9/2023,12/16/2023,Resolved,9/20/2023
2915,102915,2915,12/28/2023,Deposit,10.58,79,2915,MasterCard,7121.34,8/30/2023,3/3/2023,Pending,5/20/2023
2916,102916,2916,3/13/2023,Withdrawal,61.67,91,2916,Visa,7064.29,7/20/2023,6/2/2023,Pending,3/19/2023
2917,102917,2917,2/26/2023,Withdrawal,4602.63,81,2917,MasterCard,4425.96,1/29/2023,12/6/2023,Resolved,1/24/2023
2918,102918,2918,1/11/2023,Transfer,1202.70,84,2918,MasterCard,3082.00,12/30/2023,3/3/2023,Pending,4/7/2023
2919,102919,2919,5/26/2023,Transfer,22.33,57,2919,AMEX,5524.10,3/15/2023,9/4/2023,Pending,2/21/2023
2920,102920,2920,5/28/2023,Transfer,2193.71,80,2920,AMEX,7794.99,3/26/2023,10/29/2023,Resolved,9/6/2023
2921,102921,2921,7/27/2023,Transfer,986.29,62,2921,AMEX,9081.75,11/11/2023,12/11/2023,Pending,11/26/2023
2922,102922,2922,4/1/2023,Withdrawal,276.12,28,2922,MasterCard,7601.99,1/19/2023,4/17/2023,Resolved,10/11/2023
2923,102923,2923,3/28/2023,Withdrawal,2657.04,95,2923,Visa,4556.32,7/31/2023,8/13/2023,Pending,3/6/2023
2924,102924,2924,4/19/2023,Transfer,709.49,80,2924,Visa,9614.98,7/13/2023,9/22/2023,Resolved,10/21/2023
2925,102925,2925,10/10/2023,Transfer,4186.02,78,2925,Visa,8799.25,6/13/2023,7/17/2023,Pending,10/23/2023
2926,102926,2926,7/24/2023,Withdrawal,1517.79,74,2926,Visa,9143.81,10/4/2023,7/4/2023,Pending,4/12/2023
2927,102927,2927,4/7/2023,Transfer,1116.07,66,2927,AMEX,3552.38,8/18/2023,9/26/2023,Resolved,5/11/2023
2928,102928,2928,9/22/2023,Withdrawal,3701.39,97,2928,MasterCard,9846.31,1/17/2023,1/16/2023,Pending,4/3/2023
2929,102929,2929,9/26/2023,Transfer,4244.76,41,2929,AMEX,3427.35,9/10/2023,11/16/2023,Pending,6/27/2023
2930,102930,2930,9/21/2023,Withdrawal,474.57,86,2930,Visa,2470.82,3/28/2023,11/14/2023,Pending,3/11/2023
2931,102931,2931,4/24/2023,Deposit,766.34,66,2931,Visa,2909.17,11/15/2023,9/24/2023,Pending,3/3/2023
2932,102932,2932,11/8/2023,Withdrawal,2378.01,64,2932,Visa,6841.78,6/7/2023,1/13/2023,Resolved,9/17/2023
2933,102933,2933,8/7/2023,Deposit,2955.20,7,2933,AMEX,4605.95,7/31/2023,4/29/2023,Resolved,4/16/2023
2934,102934,2934,8/21/2023,Deposit,425.49,41,2934,MasterCard,2445.19,5/5/2023,11/1/2023,Resolved,3/20/2023
2935,102935,2935,4/7/2023,Transfer,1881.31,45,2935,Visa,7729.48,11/26/2023,6/9/2023,Pending,4/20/2023
2936,102936,2936,1/7/2023,Deposit,4489.03,44,2936,MasterCard,2258.47,6/13/2023,7/7/2023,Resolved,7/3/2023
2937,102937,2937,3/18/2023,Transfer,4381.65,30,2937,MasterCard,1652.45,3/21/2023,1/20/2023,Resolved,9/11/2023
2938,102938,2938,5/8/2023,Deposit,1563.01,38,2938,AMEX,8715.97,8/31/2023,10/12/2023,Resolved,1/27/2023
2939,102939,2939,7/3/2023,Deposit,1144.88,39,2939,AMEX,5875.68,11/11/2023,6/2/2023,Resolved,7/23/2023
2940,102940,2940,4/14/2023,Transfer,2918.00,19,2940,MasterCard,6741.58,6/24/2023,4/28/2023,Resolved,1/26/2023
2941,102941,2941,3/25/2023,Withdrawal,489.66,47,2941,MasterCard,9989.72,5/9/2023,8/30/2023,Resolved,4/30/2023
2942,102942,2942,10/20/2023,Transfer,1174.52,38,2942,AMEX,9604.18,3/24/2023,6/5/2023,Resolved,10/10/2023
2943,102943,2943,3/5/2023,Deposit,842.12,17,2943,MasterCard,4735.59,7/25/2023,5/31/2023,Resolved,6/25/2023
2944,102944,2944,8/21/2023,Transfer,1046.63,74,2944,MasterCard,5441.41,11/25/2023,6/21/2023,Pending,12/2/2023
2945,102945,2945,1/17/2023,Transfer,1081.92,79,2945,MasterCard,1538.91,12/1/2023,12/16/2023,Resolved,8/17/2023
2946,102946,2946,4/3/2023,Deposit,3141.15,69,2946,Visa,5395.28,1/13/2023,12/13/2023,Pending,7/25/2023
2947,102947,2947,10/4/2023,Deposit,2445.68,99,2947,Visa,3522.27,1/9/2023,8/4/2023,Pending,10/15/2023
2948,102948,2948,3/19/2023,Deposit,4312.84,4,2948,AMEX,7812.13,7/29/2023,10/12/2023,Resolved,4/18/2023
2949,102949,2949,12/27/2023,Transfer,3680.73,35,2949,Visa,4261.22,11/27/2023,3/21/2023,Pending,1/20/2023
2950,102950,2950,4/21/2023,Transfer,2499.28,1,2950,AMEX,1123.07,5/2/2023,7/15/2023,Resolved,5/21/2023
2951,102951,2951,12/8/2023,Transfer,1544.03,81,2951,AMEX,7401.78,6/14/2023,8/31/2023,Pending,12/23/2023
2952,102952,2952,11/4/2023,Withdrawal,4161.49,85,2952,MasterCard,2846.83,5/27/2023,12/9/2023,Pending,12/23/2023
2953,102953,2953,3/18/2023,Transfer,406.89,58,2953,AMEX,3473.74,3/11/2023,12/22/2023,Pending,10/18/2023
2954,102954,2954,8/22/2023,Withdrawal,3408.19,22,2954,Visa,1703.30,4/9/2023,8/27/2023,Resolved,2/8/2023
2955,102955,2955,4/5/2023,Deposit,573.89,5,2955,Visa,8019.96,1/16/2023,1/20/2023,Resolved,6/28/2023
2956,102956,2956,9/25/2023,Withdrawal,2668.65,60,2956,AMEX,3210.04,2/11/2023,8/3/2023,Resolved,7/6/2023
2957,102957,2957,12/18/2023,Transfer,4509.06,36,2957,Visa,7865.29,6/12/2023,9/9/2023,Pending,5/13/2023
2958,102958,2958,2/15/2023,Deposit,1197.96,9,2958,MasterCard,1219.59,11/18/2023,9/22/2023,Resolved,9/22/2023
2959,102959,2959,11/22/2023,Withdrawal,401.87,84,2959,MasterCard,6802.62,6/10/2023,1/12/2023,Pending,1/6/2023
2960,102960,2960,8/3/2023,Deposit,1704.10,57,2960,MasterCard,2084.35,10/31/2023,10/16/2023,Resolved,10/24/2023
2961,102961,2961,11/23/2023,Deposit,2396.50,78,2961,AMEX,4797.54,10/13/2023,9/16/2023,Resolved,4/21/2023
2962,102962,2962,10/3/2023,Withdrawal,3626.80,84,2962,Visa,3787.87,12/8/2023,7/28/2023,Pending,12/16/2023
2963,102963,2963,3/9/2023,Deposit,158.37,90,2963,AMEX,8023.41,10/19/2023,11/18/2023,Pending,12/15/2023
2964,102964,2964,12/7/2023,Deposit,663.11,4,2964,Visa,8138.10,3/18/2023,4/6/2023,Pending,5/31/2023
2965,102965,2965,10/27/2023,Transfer,2059.56,51,2965,AMEX,8666.92,8/31/2023,6/24/2023,Pending,9/1/2023
2966,102966,2966,10/13/2023,Deposit,484.16,39,2966,Visa,1141.31,11/22/2023,1/3/2023,Pending,10/5/2023
2967,102967,2967,10/14/2023,Withdrawal,4779.89,84,2967,AMEX,8647.68,12/2/2023,7/16/2023,Pending,3/26/2023
2968,102968,2968,5/7/2023,Withdrawal,2559.83,52,2968,MasterCard,3176.01,12/22/2023,3/28/2023,Resolved,7/17/2023
2969,102969,2969,8/21/2023,Transfer,1890.90,75,2969,AMEX,8515.75,10/8/2023,6/24/2023,Resolved,9/12/2023
2970,102970,2970,7/1/2023,Transfer,4898.84,71,2970,Visa,8527.05,5/27/2023,4/29/2023,Pending,8/2/2023
2971,102971,2971,1/14/2023,Withdrawal,3234.01,55,2971,Visa,3007.96,9/9/2023,2/26/2023,Pending,9/4/2023
